original_id_x;date_created;resource_type;specific_resource_type;specific_type;post_type;stream_type;object_name;object_content;from_id;from_username;name;content;final_sentiment;from_display_picture;media_link;link;bio;reply_to_original_id;reply_to_user_id;retweet_from_original_id;retweet_from_user_id;identifikasi;original_id_y;content_y;link_y
"1,81E+16";19/02/2025 17.53.38;social_media;instagram;comment;talk;account;ipbofficial;1818662133;49086778861;_hanzz.1;_hanzz.1;Terima aku ipb ðŸ’™;positive ;https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/476477778_2396981520649206_2806339868811585667_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2AGAc4heu_OoNbGII4KerMNc4YI7qtWSOWE4YxB3dj8J2zQMe3ChGbRBrm1o-TtWYM0&_nc_ohc=OJ7Mo6NeRvAQ7kNvgGVDRby&_nc_gid=8432a551709848bba2f8a35a5edb493c&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYCcrP0DeJgl8iiDHgrfSjaojJIniYgWgW9QuG5XtGLFVQ&oe=67BC37BD&_nc_sid=0985b0;;https://instagram.com/p/DGP8IGJRCvj/18086490091582674;;"3,57E+18";;;;no-take-out;"3,57E+18";"#IPBCampusLife  Halo #IPBNesian  Organisasi Mahasiswa Daerah (OMDA) memiliki peranan yang sangat penting terkait komunikasi IPB University ke berbagai daerah. Memperkenalkan dinamika kehidupan kampus yang menyenangkan, para OMDA menyapa siswa dan siswi dengan penuh semangat!  Saatnya memberikan apresiasi kepada OMDA melalui gebyar Exploring IPB University Awards 2025   Inilah Exploring IPB University Awards 2025, the icon of Nusantara!  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #ipbcampuslife";https://instagram.com/p/DGP8IGJRCvj
"7,40E+18";05/08/2024 14.17.51;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,01E+18";ulaaann216;wulannn;terima akuu di 2025 yaaaa;positive;nan;nan;https://www.tiktok.com/@ulaaann216/video/7385105211662142725;nan;"7,39E+18";nan;nan;nan;no-take-out;nan;nan;nan
"1,81E+18";12/07/2024 17.06.42;social_media;twitter;status;talk;keyword;IPB;IPB;"1,78E+18";loovequanrui;shen;Terima gue pls ipbðŸ˜£ðŸ˜…;neutral;https://pbs.twimg.com/profile_images/1798171235408658432/0ZxXqdpc_normal.jpg;nan;https://twitter.com/loovequanrui/status/1811703726719266981;kalo ga main game ya pacaran sama togame jo;"1,81E+18";"1,78E+18";nan;nan;no-take-out;nan;nan;nan
"7,48E+18";18/03/2025 16.41.04;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,84E+18";pujineysa;Puji Neysa;"Terima kasih IPB mimpi anak saya terwujud bisa bergabung menjadi keluarga IPB, semoga menjadi keberkahan buat kita semua dan saling memberikan manfaat yang terbaik, sukses buat anakku dan bravo IPðŸ¥°ðŸ¥°";positive ;;;https://www.tiktok.com/@pujineysa/video/7483076891075726598;;"7,48E+18";;;;no-take-out;"7,48E+18";"POV: my dream university has come true âœ¨ Halo Para Pejuang #KampusTerbaik! Gimana nih hasil pengumuman SNBP hari ini? Buat kamu yang sudah berhasil lolos, selamat yaa! Dan buat kamu yang belum berhasil, jangan berkecil hati, karena masih banyak jalur yang bisa kamu coba untuk menjadi bagian dari IPB University! #IPBUniversity #IPBNesian #SNBP2025 #fyp ";https://www.tiktok.com/@ipbuniversity/video/7483076891075726598
"1,82E+18";29/07/2024 23.21.56;social_media;twitter;status;talk;keyword;IPB;IPB;"1,79E+18";sabdarmd_;sabdude;"Terima kasih IPB, jadwal tidur saya fucked up lagi";negative;https://pbs.twimg.com/profile_images/1814038889042206720/dero1F-e_normal.jpg;nan;https://twitter.com/sabdarmd_/status/1817958748457156619;nan;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,89E+18";16/02/2025 11.33.55;social_media;twitter;status;talk;keyword;IPB;IPB;"1,38E+18";immrifky_;à¸¡à¸¹à¸®à¸±à¸¡à¸«à¸¡à¸±à¸” à¸£à¸´à¸Ÿà¸à¸µà¹‰;TERIMAKASIH FPIK IPB SUDAH MENYELAMATKAN SAYA ðŸ™ðŸ½ðŸ™ðŸ½;positive ;https://pbs.twimg.com/profile_images/1876395396383342592/PlRV5fab_normal.jpg;;https://twitter.com/immrifky_/status/1890982918480159202;hes dead in the end;;;;;no-take-out;;;
"7,48E+18";18/03/2025 23.00.57;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,30E+18";its_me.ok99;its.me;"terimakasih IPB sudah terima aku, akan aku pergunakan dengan sebaik-baiknya kesempatan kuliah ini, target 3,5 tahun, biar gak jadi beban ortu, nilai bagus dan semoga lulus KIP kuliahðŸ™";positive ;;;https://www.tiktok.com/@its_me.ok99/video/7483076891075726598;;"7,48E+18";;;;no-take-out;"7,48E+18";"POV: my dream university has come true âœ¨ Halo Para Pejuang #KampusTerbaik! Gimana nih hasil pengumuman SNBP hari ini? Buat kamu yang sudah berhasil lolos, selamat yaa! Dan buat kamu yang belum berhasil, jangan berkecil hati, karena masih banyak jalur yang bisa kamu coba untuk menjadi bagian dari IPB University! #IPBUniversity #IPBNesian #SNBP2025 #fyp ";https://www.tiktok.com/@ipbuniversity/video/7483076891075726598
"7,48E+18";18/03/2025 23.19.12;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,58E+18";niyuchuwi;juwita;terimakasih ipb udah terima aku ðŸ¥ºðŸ¤;positive ;;;https://www.tiktok.com/@niyuchuwi/video/7483076891075726598;;"7,48E+18";;;;no-take-out;"7,48E+18";"POV: my dream university has come true âœ¨ Halo Para Pejuang #KampusTerbaik! Gimana nih hasil pengumuman SNBP hari ini? Buat kamu yang sudah berhasil lolos, selamat yaa! Dan buat kamu yang belum berhasil, jangan berkecil hati, karena masih banyak jalur yang bisa kamu coba untuk menjadi bagian dari IPB University! #IPBUniversity #IPBNesian #SNBP2025 #fyp ";https://www.tiktok.com/@ipbuniversity/video/7483076891075726598
"7,39E+18";20/07/2024 05.14.25;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,95E+18";adamsyah.kh;Adamsyahkh;TERIMAKASIH IPBðŸ¥ºðŸ¥º;positive;nan;nan;https://www.tiktok.com/@adamsyah.kh/video/7330571582017948934;nan;"7,33E+18";nan;nan;nan;no-take-out;nan;nan;nan
"1,79E+16";04/07/2024 17.38.03;social_media;instagram;comment;talk;account;ipbofficial;1818662133;1364954871;conniesibarani;conniesibarani;"Teringat 12 thn lalu, 4 Juli 2012 sewaktu saya wisuda di GWW.";neutral;https://instagram.fbdo10-1.fna.fbcdn.net/v/t51.2885-19/363944890_738618754698337_5590817128788943797_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbdo10-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=WdB4sG8dIX0Q7kNvgHRk7cC&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYDdBGCqMtYZMDsgccPhr6t_2vdhK3IYE9VFs7jAA6gPAg&oe=668CE489&_nc_sid=0985b0;nan;https://instagram.com/p/C8_uJ-6Sx_L/17917085678849011;nan;"3,40E+18";nan;nan;nan;no-take-out;"3,40E+18";"#SejarahIPB Pada tahun 2000, gedung-gedung perkuliahan dan penunjang kegiatan akademik di Kampus IPB Darmaga terlihat dari udara. Mulai dari Gedung Fakultas Pertanian, Fakultas Kedokteran Hewan, Fakultas Perikanan dan Ilmu Kelautan, Fakultas  Peternakan, Fakultas Kehutanan, dan Fakultas Teknologi Pertanian. Gedung Pusat Administrasi terletak satu sumbu dengan Graha Widya Wisuda (GWW) dan Plaza Akademik, Gedung Pascasarjana terletak berdekatan dengan Gedung Lembaga Sumberdaya Informasi (LSI) serta fasilitas penunjang lainnya seperti Gymnasium, Lapangan Olahraga, Masjid Al Hurriyyah, dan GOR Lama.  Penasaran dengan transformasi lainnya yang ada di IPB? Yuk kunjungi museum dan galeri IPB Future!  #IPBUniversity #IPBNesian #KampusTerbaik #kampusmerdeka";https://instagram.com/p/C8_uJ-6Sx_L
"1,93E+18";23/05/2025 08.52.07;social_media;twitter;status;talk;account;ipbofficial;114363810;"1,39E+18";Abcbfoap;OOOOOOO;Terlalu conservative anjir. Aneh bgt jadi kampus. Kata gua chill aja ga sii wkwkkwkwk @ipbofficial;negative;https://pbs.twimg.com/profile_images/1590880311831072768/TGWEOrZD_normal.jpg;;https://twitter.com/Abcbfoap/status/1925731434725081336;mau jadi programmer;;;;;no-take-out;;;
"7,49E+18";27/03/2025 16.39.06;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,30E+18";user105400822;user105400822;terlalu indah sampaiâ€™ aku tak bisa menggapai nyaðŸ˜•;positive ;;;https://www.tiktok.com/@user105400822/video/7486420218898599174;;"7,49E+18";;;;no-take-out;"7,49E+18";POV: manifesting berhasil dapat almet impian dari IPB tahun ini âœ¨ #IPBUniversity #IPBNesian #ayomasukipb #fyp ;https://www.tiktok.com/@ipbuniversity/video/7486420218898599174
"1,92E+18";04/05/2025 18.43.05;social_media;twitter;status;talk;keyword;IPB;IPB;"1,76E+18";ravenocturne;Sascha;"Terus diedarkan, IPB bikin bibitnya yg tahan sama iklim indonesia jadi selalu panen banyak. Makanya kemaren jepang mau kerja sama bareng indonesia, jepang mau fasilitasi teknologinya, indonesia bikin bibitnya, nanti diekspor ke jepang";positive ;https://pbs.twimg.com/profile_images/1920289491459141632/OOs82oPa_normal.jpg;;https://twitter.com/ravenocturne/status/1918994788621131863;ðŸ‡®ðŸ‡© ðŸ‡ºðŸ‡¸ ðŸ‡¯ðŸ‡µ | 22+ : she/they | Owner of @dailyleepgr;"1,92E+18";"1,76E+18";;;no-take-out;;;
"1,80E+16";14/10/2024 18.33.14;social_media;instagram;comment;talk;account;ipbofficial;1818662133;1974072604;firghann;firghann;tetap #1 dihati saya min;positive;https://instagram.fbdo10-1.fna.fbcdn.net/v/t51.2885-19/461713364_1924480498039120_283889111709639701_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbdo10-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=DzbcOwjMi0MQ7kNvgGheO7d&_nc_gid=d354532d41c145359811db8cd21b9ac0&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYBER5AhfyVUdtOPK47MalZw-8_wDZLUWJNnkhYiic7klA&oe=6713510D&_nc_sid=0985b0;nan;https://www.instagram.com/p/DBGSZeNTV9R/18022255514243008;nan;"3,48E+18";nan;nan;nan;no-take-out;"3,48E+18";"#PrestasiIPB  Dalam rangka mencapai cita-cita tertinggi, kontribusi pasti mengalir tanpa henti  Kami ucapkan terima kasih atas perjuangan seluruh pihak Jayalah kampusku, IPB Digdaya!  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";https://www.instagram.com/p/DBGSZeNTV9R/
UgxgLbI5iKpIbgjJiMx4AaABAg;10/08/2024 05.40.08;social_media;youtube;comment;talk;account;IPB TV;UC5tlNLMFpmrY2zUvQSQS-lw;UCZpeEYmxmgfAW-8fhrvOXkA;@salmanramadhan349;@salmanramadhan349;Thank youu IPBâ˜„ï¸â˜„ï¸;positive;nan;nan;https://www.youtube.com/watch?v=h2ElIw8WhDw;nan;h2ElIw8WhDw;UC5tlNLMFpmrY2zUvQSQS-lw;nan;nan;no-take-out;h2ElIw8WhDw;"Jumâ€™at, 9 Agustus 2024, 4.050 mahasiswa IPB University Angkatan 61 (Narapati Bimantara) memecahkan rekor dunia dengan membuat 76 formasi 3D. Pemecahan rekor dunia bertajuk â€œThe Dynamic Human 3D Interactive Motion Kaleidoscope Formationâ€ ini berlangsung dalam rangkaian kegiatan Masa Pengenalan Kampus Mahasiswa Baru (MPKMB) Tahun 2024. Mahasiswa membuat formasi 3D interaktif dengan menggunakan media berupa notebook yang menceritakan perjalanan IPB University melalui logo, teks, dan kaleidoskop. Rekor ini dicatat oleh Record Holders Republic (RHR). Rektor IPB University, Prof. Dr. Arif Satria menyampaikan apresiasinya kepada seluruh mahasiswa yang berpartisipasi atas pemecahan rekor ini, baik sebagai peserta maupun panitia MPKMB.";https://www.youtube.com/watch?v=h2ElIw8WhDw
UgxzILvvQz8umn1LMf94AaABAg;29/08/2024 10.21.37;social_media;youtube;comment;talk;account;IPB TV;UC5tlNLMFpmrY2zUvQSQS-lw;UCj-ZfTXmXsqrDX8j1fNz0bw;@fReYaHise17;@fReYaHise17;Thanks min;positive;nan;nan;https://www.youtube.com/watch?v=7YJESdvn-9U;nan;7YJESdvn-9U;UC5tlNLMFpmrY2zUvQSQS-lw;nan;nan;no-take-out;7YJESdvn-9U;"Baking soda selain sebagai campuran bahan pengembang dalam membuat kue dan roti, biasa digunakan sebagai pengempuk daging. Baking soda bekerja dengan meningkatkan pH permukaan daging, yang membuat serat otot menjadi lebih lunak dan daging lebih empuk. Namun, harus dalam jumlah yang tepat untuk menghindari rasa pahit dan tekstur yang terlalu lembek. Firman Muhammad Basar, S.Pd., M.Pd. Dosen Program Studi Manajemen Industri Jasa Makanan dan Gizi, Sekolah Vokasi, IPB University Akan membahas tuntas mengenai langkah mengempukkan daging dengan baking soda dan apakah aman bila mengempukkan daging dengan menggunakan baking soda?";https://www.youtube.com/watch?v=7YJESdvn-9U
Ugyx9x9AbnhwQsPo9vB4AaABAg;14/09/2024 12.59.49;social_media;youtube;comment;talk;account;IPB TV;UC5tlNLMFpmrY2zUvQSQS-lw;UC223XreTQkDriol6Hf0UMCQ;@kirmajial-muchichsan7107;@kirmajial-muchichsan7107;The best choice;positive;nan;nan;https://www.youtube.com/watch?v=sU1lZeqoeZs;nan;sU1lZeqoeZs;UC5tlNLMFpmrY2zUvQSQS-lw;nan;nan;no-take-out;sU1lZeqoeZs;text;https://www.youtube.com/watch?v=sU1lZeqoeZs
"1,85E+18";14/10/2024 23.01.36;social_media;twitter;status;talk;keyword;IPB;IPB;"1,41E+18";ningningipb;Nawa;Tiap denger jingle mpkmb sv ipb 61 jd merinding tau... keinget moment moment nyaðŸ¥¹ðŸ«¶;positive;https://pbs.twimg.com/profile_images/1838922300982435840/JQRQtg2G_normal.jpg;nan;https://twitter.com/ningningipb/status/1845857495711105323;INTJ | Accounting60| ðŸŽ¹;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,90E+18";14/03/2025 05.59.40;social_media;twitter;status;talk;keyword;IPB;IPB;"1,73E+18";kelackofsleep;key (digdaya 2025) ðŸ¤²;"tiap nginget IPB gua bawaan nya nangis mulu gt dah, se cinta itu ya gw am IPB";positive ;https://pbs.twimg.com/profile_images/1893986286073192449/Sj_omAmk_normal.jpg;;https://twitter.com/kelackofsleep/status/1900320889499247051;kangen bgt;;;;;no-take-out;;;
"1,83E+18";07/09/2024 11.25.15;social_media;twitter;status;talk;keyword;IPB;IPB;"1,63E+18";kudanilzumba;phoourusðŸ¦–;tiba tiba ke IPBâ˜ºï¸ https://t.co/lg550sAkaE;neutral;https://pbs.twimg.com/profile_images/1800884504581787648/muNwF9AY_normal.jpg;nan;https://twitter.com/kudanilzumba/status/1832273906377617853;looking for ltr;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,90E+18";09/03/2025 23.05.47;social_media;twitter;status;talk;keyword;IPB;IPB;"1,54E+18";keykie_st;key25 | ðŸ˜¤;tidak sabar menjadi mahasiswa IPB GRRRRAAAAAAAAAH;neutral;https://pbs.twimg.com/profile_images/1781221452857171968/fYehPJ1m_normal.jpg;;https://twitter.com/keykie_st/status/1898767180168376358;STUDY !! kelas 12 dan siap mengejar IPB;;;;;no-take-out;;;
"1,88E+18";03/01/2025 18.44.57;social_media;twitter;status;talk;keyword;IPB;IPB;483310591;MongabayID;Mongabay Indonesia;"Tim Ekspedisi Studi Konservasi Lingkungan (Surili) dari Departemen Konservasi Sumber Daya Hutan dan Ekowisata, Fakultas Kehutanan IPB, berhasil menemukan dua jenis kupu-kupu raja yang berstatus dilindungi di kawasan Pegunungan Sanggabuana, Karawang. Ketua tim ekspedisi, Candra https://t.co/jaWwKWrs5r";positive ;https://pbs.twimg.com/profile_images/1808799826177675264/XfOLdr9d_normal.jpg;;https://twitter.com/MongabayID/status/1875146328256512193;"Akun twitter resmi Mongabay Indonesia yg berfokus pd hutan, juga menyediakan berita, analisis, & informasi lain yg berhubungan dengan lingkungan.";;;;;no-take-out;;;
"1,92E+18";13/05/2025 10.23.39;social_media;twitter;status;talk;keyword;IPB;IPB;39677695;GNFI;Good News From Indonesia;"Tim peneliti dari IPB University dan Universitas Medan Area berhasil mengidentifikasi spesies baru undur-undur laut dari genus ""Emerita"", yang diberi nama ""Emerita pangandaran"". Temuan ini dipublikasikan dalam jurnal ""Zootaxa"" pada 5 Mei 2025. Penemuan ini terungkap melalui";positive ;https://pbs.twimg.com/profile_images/1380559316999008259/YCIKEY2t_normal.jpg;;https://twitter.com/GNFI/status/1922130594890449339;Makin Tahu Indonesia | Instagram: GNFI | Facebook Page: Good News From Indonesia;"1,92E+18";39677695;;;no-take-out;;;
"1,89E+18";08/02/2025 23.52.18;social_media;twitter;status;talk;keyword;IPB;IPB;"1,76E+18";kyzurss;caca;TINGKAT KEAMANAN KAMPUS IPB -999999999999999999999999999999999999999999%;negative;https://pbs.twimg.com/profile_images/1879088490035732480/osek0PL6_normal.jpg;;https://twitter.com/kyzurss/status/1888269638850818402;aku caca;;;;;no-take-out;;;
"1,92E+18";28/04/2025 18.42.16;social_media;twitter;status;talk;account;ipbofficial;114363810;"1,68E+18";iiksanboy;el;tlong ijinkan gue libur @ipbofficial;neutral;https://pbs.twimg.com/profile_images/1907275123419410432/uKI6QdEp_normal.jpg;;https://twitter.com/iiksanboy/status/1916820256036962642;( ðšâ€Œ ) Light poem :: amores #ë¤ì •. lacÃ¨ dress ( &. #ë°•ì •ìš° );;;;;no-take-out;;;
"1,82E+16";29/04/2025 17.58.44;social_media;instagram;comment;talk;account;ipbofficial;1818662133;69757617443;liliputh.fredi15;liliputh.fredi15;TMB kok berubah jadi teknik pertanian dan biosistem? Kenapa "mesin" Nya diilangin? Mungkin anak TMB bisa jawab?;neutral;https://scontent-itm1-1.cdninstagram.com/v/t51.2885-19/464760996_1254146839119862_3605321457742435801_n.png?stp=dst-jpg_e0_s150x150_tt6&cb=8577c754-c2464923&_nc_ht=scontent-itm1-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QER_Vn9yz3gHlA8KONarvd6tCxDE9ifgqPh8xf8bsZAuchncigoWaP0lhQBRwCvtdN5ZUQK-39dArqfhkg_7G0A&_nc_ohc=IJURGjl6iN0Q7kNvwH7hePI&_nc_gid=o1E1GBtqSh04iZ4Rlh3FEQ&edm=ALB854YBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5-cb8577c754-c2464923&oh=00_AfKq8pdX9bjfxPp-9oLmCkyMzP9s1OtLiAuwCgguxxBrvA&oe=681F6B28&_nc_sid=ce9561;;https://instagram.com/p/DJBtTbyxsnN/18201079021307765;;"3,62E+18";;;;no-take-out;"3,62E+18";"Halo Para Pejuang IPB University!  Buat kamu yang sering tanya, di IPB tuh ada program studi teknik gak sih? Jawabannya ada loh! IPB University kembali membuka sekolah baru, yaitu Sekolah Teknik! Ini dia beberapa program studi yang menjadi bagian dari Sekolah Teknik.  Persiapkan diri kamu sebaik-baiknya yaa untuk menjadi bagian dari keluarga #KampusTerbaik!  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #ayomasukipb";https://instagram.com/p/DJBtTbyxsnN
"1,91E+18";08/04/2025 17.49.31;social_media;twitter;status;talk;keyword;IPB;IPB;"1,90E+18";tembussptn;AyeshaÂ²âµ||studientwot;"tmen tmenn, ada yg prnh lolos lewat PIN IPB gk ya?? atau ada yg tau info tentang PIN IPB? aku mau nanya nanyaa pliss";neutral;https://pbs.twimg.com/profile_images/1904655144446550016/0-9EYPDU_normal.jpg;;https://twitter.com/tembussptn/status/1909559223140429843;hobi menggenjot buku wangsit dan mengocok TO sampe dapet biru;;;;;no-take-out;;;
"1,81E+16";18/02/2025 12.27.52;social_media;instagram;comment;talk;account;ipbofficial;1818662133;27877020923;fatianazlarn;fatianazlarn;"TMPT IPB terima akuuu, aamiin ðŸ’™ðŸ’™ðŸ¤²ðŸ»ðŸ¤²ðŸ»";positive ;https://scontent-itm1-1.cdninstagram.com/v/t51.2885-19/464760996_1254146839119862_3605321457742435801_n.png?stp=dst-jpg_e0_s150x150_tt6&cb=8577c754-c2464923&_nc_ht=scontent-itm1-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2AFSNoIJgMbNZi22cs2AInfkmh6X64dxRkZAFZjkfDhcjnic6PCvaVXLg_nQsIRHfA0&_nc_ohc=jepgp6A8CCYQ7kNvgEZluHq&_nc_gid=eb7eddf5de874028b086eed70912e68a&edm=ALlQn9MBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5-cb8577c754-c2464923&oh=00_AYBGi4M7QCjeXeHICOI_BxfxzIlmX1JPCebHiPMLcOam2A&oe=67BCC2E8&_nc_sid=e7f676;;https://instagram.com/p/DGK0D7SynBw/18105426226488774;;"3,57E+18";;;;no-take-out;"3,57E+18";Live BESTIE Ep 02-2025  Bedah Program Studi IPB University 1. Fisika 2. Teknologi dan Manajemen Perikanan Tangkap  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka;https://instagram.com/p/DGK0D7SynBw
"1,91E+18";21/04/2025 19.52.10;social_media;twitter;status;talk;keyword;IPB;IPB;"9,55E+17";headlinebogor;Headlinebogor;TNI dan IPB Kolaborasi Wujudkan Kompi Produksi Ketahanan Pangan 2025 https://t.co/KsnmBZoH1E;positive ;https://pbs.twimg.com/profile_images/1833388951748677633/b5puzS1-_normal.jpg;;https://twitter.com/headlinebogor/status/1914301132836573456;"Ceria | Jenaka | Mencerdaskan  | Komplek Handayani No. 43 Kel. Girimulya Kec. Cibungbulang, Kabupaten Bogor | Email : headlinekujang@gmail.com";;;;;no-take-out;;;
"1,92E+18";24/04/2025 10.53.04;social_media;twitter;status;talk;keyword;IPB;IPB;"1,60E+18";GhsNewsOnline;Ghs News;TNI Dan IPB Perkuat Kemandirian Pangan Berkelanjutan https://t.co/oL2SvZIqw7 Pagiii #TNIindonesia  #tniprima;positive ;https://pbs.twimg.com/profile_images/1596144146536099846/a63Wz7bg_normal.png;;https://twitter.com/GhsNewsOnline/status/1915252626272506332;Situs Resmi https://t.co/GN7n9tTjsz;;;;;no-take-out;;;
"1,92E+18";24/04/2025 09.37.38;social_media;twitter;status;talk;keyword;IPB;IPB;"1,89E+18";faktaid_news;Fakta ID;TNI dan IPB University Kolaborasi Latih Kompi Produksi Ketahanan Pangan https://t.co/hB6Dqsn43D https://t.co/DN0H8shP93;positive ;https://pbs.twimg.com/profile_images/1909827133842898944/ozSoRl0W_normal.jpg;;https://twitter.com/faktaid_news/status/1915233644165443801;Informasi & Fakta email: faktaid.news@gmail.com;;;;;no-take-out;;;
"1,92E+18";24/04/2025 18.15.37;social_media;twitter;status;talk;keyword;IPB;IPB;118971426;korpusIPB;Koran Kampus IPB;"TNI Masuk Kampus: Mahasiswa Protes, Rektorat IPB Buka Suara https://t.co/wrEbEDZLbt";neutral;https://pbs.twimg.com/profile_images/1079956698704502785/NuhrBH7r_normal.jpg;;https://twitter.com/korpusIPB/status/1915363996301201610;Lembaga Pers Mahasiswa IPB | ðŸ“ž 087835690115 (Shafa K.) âœ‰ korankampusipb@apps.ipb.ac.id;;;;;no-take-out;;;
"7,51E+18";26/05/2025 22.07.36;social_media;tiktok;video;talk;keyword;ipb;ipb;"7,26E+18";netizen_indonesian;Netizen Indonesian;Toga baru IPB Dipuji Netizen Indonesia #ipb #ipbuniversity #uns #universitassebelasmaret #universitasbrawijaya #ub #ugm ;positive ;;;https://www.tiktok.com/@netizen_indonesian/video/7508771289641782546;;;;;;no-take-out;;;
"1,93E+18";21/05/2025 10.32.02;social_media;twitter;status;talk;keyword;IPB;IPB;"1,45E+18";mentegakacanggg;à¸­à¸²à¸«à¸¡à¸±à¸” à¸‹à¸²à¸£à¹Œà¸à¸µ;TOGA BARU IPB MULAI KAPAN YAH;neutral;https://pbs.twimg.com/profile_images/1918928456190242816/Bpoz27f4_normal.jpg;;https://twitter.com/mentegakacanggg/status/1925031804903555081;he/they | celebrating diversity ðŸ’œðŸ’šðŸ’™;;;;;no-take-out;;;
"1,81E+18";06/07/2024 19.22.54;social_media;twitter;status;talk;keyword;IPB;IPB;"1,46E+18";_ceriboy;Aras.;toga ipb bagus bgt;positive;https://pbs.twimg.com/profile_images/1809868019600171008/kwtcMoUW_normal.png;nan;https://twitter.com/_ceriboy/status/1809563674039964057;rant | kindly read rentry byf â†“â†“â†“;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,80E+16";02/10/2024 20.51.28;social_media;instagram;comment;talk;account;ipbofficial;1818662133;405012392;kenedithya;kenedithya;Together to be better.. bersama di asrama ~;positive;https://instagram.fbdo10-1.fna.fbcdn.net/v/t51.2885-19/343135932_6195004460579336_3743022332419198348_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbdo10-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=jn_5uRkpfBEQ7kNvgHR1H7Z&_nc_gid=70f47490fe03469d87046dbec3fc4c5e&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYC8xEyEUX9cPYGPtaQHm9x-fv53yzlbolU7kSziStVR5Q&oe=67035138&_nc_sid=0985b0;nan;https://www.instagram.com/p/DAnvky2xfmC/18040198328121241;nan;"3,47E+18";nan;nan;nan;no-take-out;"3,47E+18";#SpotIPB  Setiap sudut ada ceritanya!  Halo #IPBNesian  Penasaran bagaimana kehidupan asrama di IPB University? Ini dia beberapa kesan mahasiswa yang telah menghuni Asrama IPB University selama beberapa bulan. Yuk kita simak!  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka;https://www.instagram.com/p/DAnvky2xfmC/
"1,83E+18";07/09/2024 18.58.41;social_media;twitter;status;talk;keyword;IPB;IPB;"7,42E+17";lokitmatwa;47;Toilet ipb keren https://t.co/qcG0EBnfGt;positive;https://pbs.twimg.com/profile_images/1809569409578725378/YOcBBSnw_normal.jpg;nan;https://twitter.com/lokitmatwa/status/1832388015584637414;-Ë‹Ë #ì§€ì ¤ ËŽËŠ;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,85E+18";06/11/2024 21.22.37;social_media;twitter;status;talk;account;ipbofficial;114363810;"1,55E+18";cAaaciiLL;sapwah;toilet plis? @ipbofficial;neutral;https://pbs.twimg.com/profile_images/1786290589098745856/g96Ip8pI_normal.jpg;nan;https://twitter.com/cAaaciiLL/status/1854167509911605464;nan;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,83E+18";11/09/2024 17.46.20;social_media;twitter;status;talk;keyword;IPB;IPB;"1,80E+18";lovesomely;lilya lagi capek;Toilet vokasi ipb apalagi zeta yang bisa lari-larian di dalemnya ...;neutral;https://pbs.twimg.com/profile_images/1818326268011790337/2MSmS2OB_normal.jpg;nan;https://twitter.com/lovesomely/status/1833819359854068081;entj and saggis bad behaviour:;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,81E+18";01/07/2024 15.21.04;social_media;twitter;status;talk;keyword;IPB;IPB;"1,41E+18";kaisa_az;to the point please;Tolong bgt IPB turunin UKT gw;neutral;https://pbs.twimg.com/profile_images/1752610901897998336/6o5zsj4a_normal.jpg;nan;https://twitter.com/kaisa_az/status/1807690874861863038;always choose kindness and sanity (akun sambat dan sindiran);nan;nan;nan;nan;no-take-out;nan;nan;nan
